!DownloadDisplay,Copyright,Country,Dataset (Source/Database Name),Definition,Forecast Starts From,Indicators,Methodology Notes,Quantity,Year,Min. Sort order
4.50%,"The data has been calculated by GlobalData based on information from UNSTATS. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,UNSTATS,"Wholesale and retail trade includes repair of motor vehicles, motorcycles and personal and household goods, sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel, wholesale trade and commission trade, except of motor vehicles and motorcycles, retail trade, except of motor vehicles and motorcycles; repair of personal and household goods. Hotels and restaurants includes both accomodation and food services. The data are in Current Prices in Local Currency.", ,"Real GVA growth: wholesale, retail trade and hotels", ,Number,1988,102
4.43%,"The data has been calculated by GlobalData based on information from UNSTATS. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,UNSTATS,"Wholesale and retail trade includes repair of motor vehicles, motorcycles and personal and household goods, sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel, wholesale trade and commission trade, except of motor vehicles and motorcycles, retail trade, except of motor vehicles and motorcycles; repair of personal and household goods. Hotels and restaurants includes both accomodation and food services. The data are in Current Prices in Local Currency.", ,"Real GVA growth: wholesale, retail trade and hotels", ,Number,1978,102
3.66%,"The data has been calculated by GlobalData based on information from UNSTATS. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,UNSTATS,"Wholesale and retail trade includes repair of motor vehicles, motorcycles and personal and household goods, sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel, wholesale trade and commission trade, except of motor vehicles and motorcycles, retail trade, except of motor vehicles and motorcycles; repair of personal and household goods. Hotels and restaurants includes both accomodation and food services. The data are in Current Prices in Local Currency.", ,"Real GVA growth: wholesale, retail trade and hotels", ,Number,1998,102
3.60%,"The data has been calculated by GlobalData based on information from UNSTATS. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,UNSTATS,"Wholesale and retail trade includes repair of motor vehicles, motorcycles and personal and household goods, sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel, wholesale trade and commission trade, except of motor vehicles and motorcycles, retail trade, except of motor vehicles and motorcycles; repair of personal and household goods. Hotels and restaurants includes both accomodation and food services. The data are in Current Prices in Local Currency.", ,"Real GVA growth: wholesale, retail trade and hotels", ,Number,2013,102
2.99%,"The data has been calculated by GlobalData based on information from UNSTATS. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,UNSTATS,"Wholesale and retail trade includes repair of motor vehicles, motorcycles and personal and household goods, sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel, wholesale trade and commission trade, except of motor vehicles and motorcycles, retail trade, except of motor vehicles and motorcycles; repair of personal and household goods. Hotels and restaurants includes both accomodation and food services. The data are in Current Prices in Local Currency.", ,"Real GVA growth: wholesale, retail trade and hotels", ,Number,1993,102
2.85%,"The data has been calculated by GlobalData based on information from UNSTATS. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,UNSTATS,"Wholesale and retail trade includes repair of motor vehicles, motorcycles and personal and household goods, sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel, wholesale trade and commission trade, except of motor vehicles and motorcycles, retail trade, except of motor vehicles and motorcycles; repair of personal and household goods. Hotels and restaurants includes both accomodation and food services. The data are in Current Prices in Local Currency.", ,"Real GVA growth: wholesale, retail trade and hotels", ,Number,1994,102
2.45%,"The data has been calculated by GlobalData based on information from UNSTATS. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,UNSTATS,"Wholesale and retail trade includes repair of motor vehicles, motorcycles and personal and household goods, sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel, wholesale trade and commission trade, except of motor vehicles and motorcycles, retail trade, except of motor vehicles and motorcycles; repair of personal and household goods. Hotels and restaurants includes both accomodation and food services. The data are in Current Prices in Local Currency.", ,"Real GVA growth: wholesale, retail trade and hotels", ,Number,1992,102
2.43%,"The data has been calculated by GlobalData based on information from UNSTATS. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,UNSTATS,"Wholesale and retail trade includes repair of motor vehicles, motorcycles and personal and household goods, sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel, wholesale trade and commission trade, except of motor vehicles and motorcycles, retail trade, except of motor vehicles and motorcycles; repair of personal and household goods. Hotels and restaurants includes both accomodation and food services. The data are in Current Prices in Local Currency.", ,"Real GVA growth: wholesale, retail trade and hotels", ,Number,2004,102
2.33%,"The data has been calculated by GlobalData based on information from UNSTATS. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,UNSTATS,"Wholesale and retail trade includes repair of motor vehicles, motorcycles and personal and household goods, sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel, wholesale trade and commission trade, except of motor vehicles and motorcycles, retail trade, except of motor vehicles and motorcycles; repair of personal and household goods. Hotels and restaurants includes both accomodation and food services. The data are in Current Prices in Local Currency.", ,"Real GVA growth: wholesale, retail trade and hotels", ,Number,1972,102
2.18%,"The data has been calculated by GlobalData based on information from UNSTATS. All content on the site is  owned by GlobalData and, unless otherwise noted, protected by copyright law. It may not be reproduced or redistributed  or commercially dealt without the prior written permission of GlobalData.",Egypt,UNSTATS,"Wholesale and retail trade includes repair of motor vehicles, motorcycles and personal and household goods, sale, maintenance and repair of motor vehicles and motorcycles; retail sale of automotive fuel, wholesale trade and commission trade, except of motor vehicles and motorcycles, retail trade, except of motor vehicles and motorcycles; repair of personal and household goods. Hotels and restaurants includes both accomodation and food services. The data are in Current Prices in Local Currency.", ,"Real GVA growth: wholesale, retail trade and hotels", ,Number,1991,102
